,text,labels
2717,"usiku wa leo, elki alinyonya kwa njia maalumu",negative
2718,baada ya umo moja i alikuwa mraibu,positive
2719,Tuliagiza vyakula fulani vya zamani na vingine vipya baada ya kwenda huko mara chache na tukakatishwa tamaa sana na kila kitu,negative
2720,Ni rahisi kuwa mnyoofu na mwenye kupendeza,positive
2721,kuku huyo alikuwa amekolezwa vizuri sana na alikuwa na karai bora upande wa nje na kuku mwenye unyevu upande wa ndani,positive
2722,Chakula kilikuwa kizuri sana kwa mpishi sikuzote,positive
2723,Shukrani za pekee kwa dylan t kwa pendekezo la kile cha kuagiza yummy yote kwa ajili yatummy yangu,positive
2724,Uteuzi wa bia wenye kutisha,positive
2725,Chakula kikubwa na utumishi wenye kutisha,positive
2726,jambo moja zuri lilikuwa kwamba waliongezea uduni kwenye muswada huo kwa kuwa chama chetu kilikuwa kikubwa kuliko 6 au 8 na hawakutarajia kupata pesa nyingi kuliko hiyo,positive
2727,nzi alikuwa katika maji ya matunda ya tofaa,negative
2728,kuku wa han nan alikuwa na ladha tamu pia,positive
2729,kwa habari ya utumishi ambao niliufikiri ulikuwa mzuri,positive
2730,Chakula kilikuwa kivuguvuvu sana hivi kwamba ni lazima kiwe kilikuwa kimeketi kukingojea mhudumiaji ili kutuleta nje,negative
2731,baa ya ryans kwa hakika ni moja ya edinburgh bodive inayodhaniwa kuwa inarudi tena,negative
2732,Mgahawa mzuri sana wa kauri ulikuwa kwa muda,positive
2733,"Kwa ujumla, ninapenda chakula na huduma",positive
2734,Sasa wao pia hutumikia mkate wa minono naani kwa kutumia hemus na mchuzi wa kokwa za msonobari wenye vikolezo vilivyokuwa nje ya ulimwengu huu,positive
2735,Labda usirudi tena kamwe na kukipendekeza,negative
2736,marafiki wa zamani pia wabaya aligusia jambo hilo mara chache sana,negative
2737,wajaribu kwenye uwanja wa ndege kupata chakula kitamu na huduma ya kirafiki ya haraka,positive
2738,Naipenda ile dekor kwa karatasi ya ukuta wa kidevu,positive
2739,Hapakuwa na chochote cha kulalamika,positive
2740,mkahawa ni safi sana na mkahawa mmoja wa familia unahisi hivyo,positive
2741,Na miji hii ipo kwenye njia inayo pitiwa.,negative
2742,Siwezi kujua tulisimama kwa muda gani lakini ilikuwa muda mrefu vya kutosha kwangu kuanza kuhisi vibaya sana.,negative
2743,Nilipoifungua mkate nilivutiwa lakini si kwa njia nzuri,negative
2744,Huyo maskani yake yatakuwa Moto wa Hawiya!,negative
2745,kulikuwa na hisia changamfu kwa utumishi huo na nilijihisi kama mgeni wao kwa ajili ya jambo la pekee,positive
2746,Orodha kubwa ya vyakula huandaa machaguo mengi kwa ajili ya kiamsha - kinywa,positive
2747,Sikuzote mimi huagiza kuanzia orodha ya vyakula vya mboga wakati wa mlo ambao una machaguo mengi ya kuchagua kutoka kwa vyakula mbalimbali,positive
2748,Nimetazama bei zao zikipungua na mitazamo ya usimamizi hukua haraka,negative
2749,Uya wa ajabu na ugubisi huo ulinifanya nijihisi nikiwa mchangamfu na mwenye manyoya mengi ndani,positive
2750,Nilianza kufurahia saladi ya baharini yenye mmea mzuri sana,positive
2751,Vitu vilivyotumiwa vilikuwa vyembamba na vilikuwa karibu viyeyuke mdomoni mwako,positive
2752,Kiwango cha 5 cha vikolezo kilikuwa bora kabisa mahali ambapo vikolezo havikufunika mchuzi,positive
2753,Tuliketi kwa wakati barabara na mfanyakazi wetu wa mashindano hayo alikuwa mzuri sana,positive
2754,Jambo kuu ambalo sikufurahia ni kwamba umati ni wa watu wenye umri mkubwa zaidi walio na umri wa kati ya miaka 30 na zaidi,negative
2755,Na miji hii ipo kwenye njia inayo pitiwa.,positive
2756,Ilinibidi kungoja kwa zaidi ya dakika 30 ili ninywe pombe na muda mrefu zaidi ili kupata lita mbili za kinywaji hicho,negative
2757,Na hicho ni kipimo kidogo.,positive
2758,bekoni ya jalapeno ni mzuri sana,positive
2759,huduma ilikuwa mbaya na nzuri,negative
2760,Chakula kilikuwa na bei nzuri,positive
2761,Mahali hapo hapakuwa safi na chakula kilikuwa kimetanda sana,negative
2762,Vyakula vya kuku ni kama ngozi ya viatu,negative
2763,Lakini utumishi haukuendelea kuwa mbaya,negative
2764,ukiwa mwenye furaha sana kuwa hapa,positive
2765,Kama kwamba wao ni yakuti na marijani.,negative
2766,Mojawapo ya sehemu chache za phoenix ambazo ningezirudia tena kwa bahati mbaya,positive
2767,jiwe hilo lilistaajabisha,positive
2768,bei yake ya chini ninayoweza kugharimia chakula kizuri karibu na nyumba yangu,positive
2769,Minyororo ya maua ya yai ilikuwa na nyota 5 tu,positive
2770,Siashi yangu haikuwa na ladha nzuri na haikuwa na ladha yoyote,negative
2771,jioni yenye shughuli nyingi katika mlo wa jioni wakati wa jua kali,positive
2772,Chakula hakipendezi hata kidogo kutosema mtindo wake halisi wa kitamaduni wa kunyara,negative
2773,Kilichonisumbua ni utumishi wa polepole,negative
2774,wale wanaoitwa flair barbes wanastaajabisha sana,positive
2775,jengari zao zilizoganda zimebadilishwa kuwa sukari mno kwa ajili ya ladha yangu,negative
2776,Hivi ndivyo tulivyo waamrisha mara mbili.,positive
2777,kwa hiyo katika kasha la kokwa 1 harufu kali kama mchanganyiko wa soko chafu la samaki na bomba la maji machafu,negative
2778,Marafiki wangu wa kike walikuwa wabaya sana,negative
2779,Kwa kusikitisha haikuwa vizuri,negative
2780,i ilikuwa na ono zuri ajabu,positive
2781,jiunge na klabu hiyo na kupata taarifa za kutisha kupitia barua pepe,positive
2782,bora zaidi kwa mtu anayependa tu bia baridi au baridi zaidi katika kisa hiki,positive
2783,Kufafanua nyama isiyo na ladha yoyote ni njia nzuri ya kuifafanua,negative
2784,minyororo ambayo haichoshi feni yapigapiga sehemu hii kwa urahisi,negative
2785,Nacho ni lazima wawe na,positive
2786,Wala sisi hatutafufuliwa.,negative
2787,Sina maneno mengi ya kusema kuhusu mahali hapa lakini hufanya kila kitu vizuri sana,positive
2788,wafanyakazi ni wazuri sana na wenye haraka sana hata na umati wenye kichaa wa wanasheria na wafanyakazi wa mahakama mjini,positive
2789,Hali nzuri ya utumishi wa kirafiki na wa haraka,positive
2790,"Nilipoipokea shimo langu lilikuwa kubwa mno, lilikuwa na nyama nyingi ndani yake yenye vidole gumba juu yake",positive
2791,"Na chakula chako kitakapo fika,",negative
2792,Kulipa mbwa moto 785 na biskuti zinazofanana na chakula kilichotoka kwa watoto kwenye kopeschnitzel si wazo langu la mlo mzuri,negative
2793,Kikuto cha kamba - mti cha kale kilipendeza sana,positive
2794,Ndugu yangu ambaye hufanya kazi madukani alikula siku hiyohiyo na kukisia alikuwa mgonjwa usiku kucha pia,negative
2795,zuri sana itabidi nipitie mahali hapa mara mbili mara moja hapa kuwa ushuru kwa mahali hapo na mara moja kama ushuru kwa tukio lililofanywa hapa usiku uliopita,positive
2796,chipsi na salsa kwa kweli zilikuwa nzuri salsa zilikuwa mpya sana,positive
2797,Na hapo ni pahala pazuri pa kurejea.,positive
2798,""" mediocre """,negative
2799,Mara uingiapo ndani ya nyumba utavutiwa na mahali hapo,positive
2800,pisi kubwa mno,negative
2801,na utumishi ulikuwa wenye urafiki sana,positive
2802,kwa nini mboga hizo ndogo zenye kuhuzunisha ni nyingi mno hivi kwamba hazijaiva vizuri,negative
2803,Mahali hapa palikuwa jambo la kushangaza sana,positive
2804,Zilikuwa tamu na tamu,positive
2805,Nilikuwa na matumaini makubwa kwa ajili ya mahali hapa kwa kuwa vichoma - makaa hupikwa juu ya jiko la makaa lakini kwa kusikitisha ladha yake iliporomoka ikiwa bapa,negative
2806,Kiliweza kula bruschetta yao siku nzima kikiwa kimekauka,positive
2807,hakuna mfanyakazi hata mmoja aliyekuja kuona kama tulikuwa ok au hata tulihitaji maji yaliyojazwa tena baada ya kutuandalia chakula chetu hatimaye,negative
2808,Mara ya mwisho ule vijiti vya mezzarella vilikuwa kitu bora zaidi tulichoagiza,positive
2809,mara ya kwanza kufika hapa ilikuwa na jambo la kustaajabisha ambalo ninawaambia watu jinsi bata huyo alivyokuwa mwenye kutisha,positive
2810,mtumishi huyo alipuuza sana mahitaji yetu naye akatufanya tuhisi kuwa hatupendwi hata kidogo hangedokeza mahali hapa,negative
2811,Utumishi ulikuwa mbaya sana ingawa,negative
2812,Mahali hapo hapajapatana sana na uruduku wao na kwa kweli umepandwa kupita kiasi,negative
2813,Hakika huo utafungiwa nao,negative
2814,Napenda mahali hapa,positive
2815,Naweza kusema kwamba vitindamlo vilikuwa yummy,positive
2816,Chakula kilikuwa kibaya sana,negative
2817,"Na matunda yake ni meupe, na rangi yake imekoza,",positive
2818,Lilizidi kuwa baya zaidi na zaidi hivi kwamba sasa hali inafanywa kirasmi,negative
2819,Mahali hapo papasa kupulizwa kwa unyofu,negative
2820,lakini kwa hakika singekula hapa tena,negative
2821,Usipoteze pesa zako hapa,negative
2822,Wanapenda kuweka chakula chao katika vyombo vizuri vya plastiki badala ya kukijaza katika masanduku madogo ya karatasi,positive
2823,Ndizi ilikuwa dhaifu na nyembamba na yenye unyevu,positive
2824,Utumishi mbaya sana,negative
2825,Uzoea wa kwenda hapa tena,negative
2826,Hali ya chakula imekuwa mbaya sana,negative
2827,kwa bei hiyo naweza kufikiria mahali pachache ambapo ningekuwa na vitu vingi badala ya hivyo.,negative
2828,Huduma hapa ni ya haki kabisa,negative
2829,Ninampenda sana sushi lakini ninampata kabuki akilemewa kupita kiasi na akiwa chini ya huduma muhimu,negative
2830,Jifaidi na kuepuka mlo huu,negative
2831,Huduma ya hali ya chini sana,negative
2832,Hakuna yeyote mezani aliyefikiri kwamba chakula kilikuwa juu ya wastani au kilikuwa na thamani ya kungojea tulichokuwa nacho,negative
2833,Utumishi bora na chakula kilichopata kuwa cha baharini kilikuwa kizuri na chenye urafiki sana hivi kwamba alifanya siku yetu iwe,positive
2834,Hakika hao walikuwa kabla ya haya wakiishi maisha ya anasa.,positive
2835,Nililipia gharama hiyo lakini sikukata shauri kwa sababu nilihisi mfanyakazi huyo alifanya kazi mbaya sana,negative
2836,kilikuwa kimetoka tu kula chakula cha mchana hapa na kilikuwa na ono zuri,positive
2837,Sijapata kamwe kuwa na chakula kama hiki cha bland ambacho kilinishangaza niliposoma makala tuliyosoma ilikazia sana viungo na ladha yao,negative
2838,Chakula kinauzwa kupita kiasi na visehemu vinanyonya kidogo,negative
2839,Hivi karibuni nimejaribu mchezo wa cabalero na nimerudi kila juma tangu wakati huo,positive
2840,kwa ajili ya kangaruu 40 mwenye kichwa cha ng'ombe kwa kweli hutazamia chakula bora zaidi,negative
2841,Chakula kilitoka kwa mwendo mzuri,positive
2842,Nilikula hapo mara mbili katika ziara yangu ya mwisho na hasa nilifurahia saladi ya salmoni,positive
2843,Laiti tungeli pata kurejea tena,negative
2844,Hatukuweza kuamini jinsi chaza walivyokuwa wachafu,negative
2845,Eneo hilo halihitaji nyota,negative
2846,Singependekeza mahali hapa,negative
2847,"Kwa kweli, yeye huzunguka nyota 4 kwa sababu tu alikuwa mwenye kutisha sana",positive
2848,kwa kutoamini kwangu kila mlo ulistahili kuwa namna mbaya zaidi ya vyakula hivi nimewahi kuonja,negative
2849,Siku mbaya au sina uvumilivu wa chini sana kwa mteja asiye na adabu ni kazi yako kuwa mzuri na mwenye adabu kuosha vyombo vingine,negative
2850,viazi vilikuwa vikubwa na pia biscuit,positive
2851,Labda singeenda hapa tena,negative
2852,Kiasi kinachofaa cha joto ni chenye ladha sana na kina kiwango kinachofaa cha joto,positive
2853,Na kwa hakika malipo bila ya shaka yatatokea.,positive
2854,mke alichukia uduvi wa nazi na rafiki zetu kwa kweli hawakufurahia milo yao pia,negative
2855,orofa yangu iliwavutia watu wa kabila la mfugaji na hawakuonekana kuwa wenye kuvutia sana,negative
2856,liliingia kwa muda wa saa yenye furaha katika orodha kubwa ya divai,positive
2857,Baadhi ya watu wanaweza kusema kwamba kura hizi zina bei ghali lakini nafikiri unapata kile unachokilipia na mahali hapa unapapata sana,positive
2858,Labda nimeanza kurudi hapa,negative
2859,Madhara mabaya zaidi ya chakula yalikuwapo kwa muda fulani,negative
2860,Mahali hapa pana sura nzuri ya vibe katika mkahawa,positive
2861,huzungumza juu ya utumishi mkubwa wa wateja wa wateja tutarudi,positive
2862,Chakula moto hakina joto jingi karibu na chumba cha kulala ambapo wafanyakazi wanatayarisha chakula kwa mikono isiyo na glavu kila kitu kimekaangwa sana kwa mafuta,negative
2863,ipende chipsi zao na maharagwe yao,positive
2864,Sikuzote raha inayoshughulika naye,positive
2865,wana saladi nyingi na sandwichi na kila kitu kilichojaribiwa kinapata muhuri wangu wa kibali,positive
2866,Mahali hapa ni penye kutisha ikiwa wataka kitu fulani chenye nuru na chenye afya wakati wa kiangazi,positive
2867,kwa ajili ya sushi kwenye ukanda huu ndipo mahali pa kwenda,positive
2868,Huduma ilikuwa kubwa hata yule meneja alikuja na kusaidia katika meza yetu,positive
2869,ile hisia ya chumba cha kulia chakula ilikuwa zaidi ya mtaala wa upishi wa chuo kuliko chakula cha tabaka la juu na utumishi ulikuwa wa polepole sana,negative
2870,Nilianza mpitiano huu kwa nyota mbili lakini kwa kuuchapisha ili kuipa nyota moja tu,negative
2871,Huyu ndiye sushi i mbaya zaidi aliyepata kula mbali na bei,negative
2872,katika mkahawa wote bora unaokaziwa na utumishi mkubwa ni mlo wa kipekee na mandhari nzuri,positive
2873,Rafiki yangu wa kiume na mimi tuliketi kwenye baa na ono lenye kupendeza sana,positive
2874,""" Wanyang'anyi "" wa ajabu",negative
2875,Hakukuwa na nyama yoyote,negative
2876,Sufu ilikuwa na mifuko mizuri zaidi kutoka dukani,negative
2877,◯ kwenda kununua gyros,positive
2878,Nampenda mmiliki huyu mmiliki wake ambaye ni mabapili halisi mwenye ubaridi,positive
2879,Sasa mboji hao wana ladha nzuri kama piza ambayo zamani ilikuwa yenye kustaajabisha ni laini na haina ladha yoyote,negative
2880,kipande cha waya chenye urefu wa sentimeta sita kilipatikana katika chombo changu cha salsa,negative
2881,Huduma ilikuwa chakula kibaya sana kilicholetwa na mediocre,negative
2882,Tulifurahia sana maisha yetu,positive
2883,Niliagiza mchuzi wa albondiga uliokuwa na joto na ladha kama ya nyanya kwa kutumia vipande vya nyama vilivyoganda,negative
2884,katika pindi tatu tofauti - tofauti mimi niliomba chakula kilichotayarishwa vizuri au cha kadiri vizuri na mara zote tatu nikapata kipande cha nyama chenye damu nyingi zaidi kwenye sahani yangu,negative
2885,Nilikuwa na visa viwili hivi vya kuumwa na nikakataa kula tena,negative
2886,huduma ilikuwa ya polepole sana,negative
2887,baada ya dakika 20 ninasubiri ili nipate meza,negative
2888,Tai latte lenye kufisha sana,positive
2889,Hakukuwa na maonyo yoyote ya mizio kwenye orodha ya vyakula na mhudumu wa hoteli hakuwa na habari yoyote kuhusu ni milo gani iliyofanywa au haikuwa na njugu,negative
2890,Rafiki yangu alijaribu saladi ya kuku ya chini ya ardhi na akashikwa na mapenzi,positive
2891,Mirija yao inayozunguka kwenye mfereji pia ni jambo kuu la mahali hapa,positive
2892,Njiwa huhangaikia kiasi kidogo cha uyoga laini,negative
2893,""" Thai "" mbaya zaidi iliyowahi kutokea",negative
2894,ukikaa ndani ya vega ni lazima upate kiamsha kinywa hapa angalau mara moja,positive
2895,Twataka kwanza kusema kwamba mtumishi wetu alikuwa mkuu na tulikuwa na utumishi mkamilifu,positive
2896,uchaguzi wa piza ni mzuri,positive
2897,Subu ilikuwa na chai ya stroberi ambayo ilikuwa nzuri,positive
2898,Mfadhili mwaminifu - mshikamanifu anatendewa kwa njia isiyo ya kweli na isiyo ya adabu,negative
2899,Mambo mengi yaliyoonwa,positive
2900,◯ tumia pesa zako mahali pengine,negative
2901,Mkate wao uliochomwa kwa ukawaida ulitosheleza vilevile mapindo ya siagi mara kwa mara,positive
2902,migomo ya bellagio haikuwa kama nilivyotazamia,negative
2903,"Na bilauri zilizo jaa,",negative
2904,agizo langu halikuwa sahihi,negative
2905,Pia ninahisi kana kwamba vipande hivyo vimenunuliwa nyumbani,negative
2906,baada ya chakula cha jioni kilichokuwa kikitukatisha tamaa tulienda mahali pengine kwa ajili ya kitindamlo,negative
2907,vibanzi na vyombo vinavyoweza kuuzwa hapa ni vya ajabu,positive
2908,Hakika tulikuwa tukirejea tu.,negative
2909,Hapa ndipo mahali ninapopaona vegas mpya,positive
2910,Siwezi kuamini kabisa kwamba mwenyewe ana wafanyakazi wengi wasio na uzoefu hivi kwamba wote wanazunguka - zunguka kama kuku vichwa vyao vikiwa vimekatwa,negative
2911,mwenye huzuni sana,negative
2912,Nilihisi nimetukanwa na kukosa heshima jinsi ambavyo ungeweza kuongea na kuhukumu binadamu mwingine kwa njia hiyo,negative
2913,Unaweza kujiitaje nyumba ya nyama ikiwa huwezi kupika vizuri nyama ya nyama ambayo haieleweki,negative
2914,Usivutiwe na wazo hilo au chakula,negative
2915,kitu cha pekee ambacho mimi ni mtu mwenye kichaa sana kuhusu kilikuwa guacamole yao kwani sipendi kuwa imesafishwa,negative
2916,Kwa kweli hakuna jambo lolote kwa marisau linatumaini kwamba uzoefu wako ni bora zaidi,negative
2917,Nilikuwa na usumishaji wa chakula hapa kwenye uchaguzi,negative
2918,Walileta viraka vipya na mimi nilikuwa na fikira za yoy kitu chenye joto lakini kisicho na joto,negative
2919,kile ambacho kilipaswa kuwa kipindi cha usiku chenye kuvutia cha yummy christmas ambacho kingekumbukwa ni kushindwa kwetu safari nzima,negative
2920,Bila sababu ya kusema kwamba ni jambo la kawaida kurudi nyuma wakati wowote hivi karibuni,negative
2921,Mahali hapo ni penye kuchukiza,negative
2922,kila wakati nilapo hapa mimi huona ushirikiano wenye kujali kwa kiwango cha kitaalamu,positive
2923,mtindo wa ri calamari ulikuwa mzaha,negative
2924,Hata hivyo kulikuwa na kitunguu saumu kingi sana katika fondue ambacho hakingeweza kuliwa,negative
2925,Nisingeweza hata kula chakula kidogo lakini sikulalamika kwa sababu kilikuwa chakula cha mchana cha biashara,negative
2926,ulikuwa mbaya sana hivi kwamba niliupoteza moyo ili kuumaliza,negative
2927,Pia ilimchukua milele kutuleta hundi tulipoiomba,negative
2928,sisi ndio tunaopaswa kufanya tamasha kwenye mikahawa lakini sidhani tumepoteza upendo kabisa baada ya tukio hili,negative
2929,Jambo lililoonwa lenye kuvunja moyo,negative
2930,Chakula kinakaribia kufanana na mapango ambayo hayasemi mema hata kidogo,negative
2931,"Na ikiwa unajikurupusha nao, nawe unatafuta chakula cha kutosha. Na huko ndiko kufuzu kulio wazi.",negative
2932,Mahalayyyyyyyyyyyyyy juu ya kiwango cha juu nisemayo tu,negative
2933,Hakika sisi tutarudi nyuma,negative
2934,Mahali hapo palikuwa safi lakini chakula kilistahili kuliwa,negative
2935,eneo hili halina mtindo,negative
2936,mwimbaji alikuwa karibu nusu ya divai iliyojaa kioo na alikuwa na miaka 12 ya kipuuzi,negative
2937,Usijali kuja hapa,negative
2938,nyama hiyo ilikuwa kavu sana na ilikuwa na nyama ya nguruwe iliyokatwa vipande - vipande,negative
2939,jengo lenyewe laonekana kuwa maridadi bafuni ni la kuvutia lakini int hula hapa tena,negative
2940,Hakika huo Moto ni katika mambo yaliyo makubwa kabisa!,negative
2941,Labda hatafanya haraka kurudi nyumbani,negative
2942,Wanaketi polepole sana hata wakiwa katika eneo lililotengwa,negative
2943,si jambo zuri kwa upande wowote wa kuwazia,negative
2944,mchuzi wa krimu ya korosho ulikuwa bland na mboga zilikuwa zimeiva vizuri,negative
